PO ZB327 - Remaining to procure from publishers (3265 ISBNs),,,,,,,,,,,,,,,,,,,,,,,
Not available/profitable on Amazon. Publisher names recovered from Amazon scrape & merged across variants. Sorted biggest publisher first.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
#,ISBN,Title,PO Price (USD),REMARKS,,,,,,,,Merged Publisher,,,,,,,,,,,Group #books
2603,9781740511438,Conference-ville,$4.19,,,,,,,,,(unknown),,,,,,,,,,,
3039,9780860370987,Shari'ah: The Way to God,$4.19,,,,,,,,,(unknown),,,,,,,,,,,
3125,9781740511421,The Electrical Experience,$4.19,,,,,,,,,(unknown),,,,,,,,,,,
3136,9780857425904,The Jew Car : Fourteen Days from Two Decades,$4.19,,,,,,,,,(unknown),,,,,,,,,,,
3153,9788126578986,The Revenue Acceleration Rules,$4.19,,,,,,,,,(unknown),,,,,,,,,,,
1493,9789385932557,Ambiguity Machines and Other Stories,$4.16,,,,,,,,,Zubaan,,,,,,,,,,,6
1166,9788178120416,POPULAR MASTER GUIDE JNU MCA ENTRANCE EXAM,$4.14,,,,,,,,,RPH,,,,,,,,,,,15
472,9789814333658,GRAMMAR SMART CB-4,$4.12,,,,,,,,,Scholastic,,,,,,,,,,,72
860,9788131808979,Comprehensive CCE Question Bank in Social Science (with solutions) Term-II X,$4.08,,https://www.bestbookmart.com/bookinfo/486035/Comprehensive-CCE-Question-Bank-in-Social-Science-with-solutions-Term-II-X-160-,,,,,,,Laxmi Publications,,,,,,,,,,,29
866,9788131809143,"History of the Press, Traslation and Films",$4.08,,https://www.bestbookmart.com/bookinfo/486037/Comprehensive-CCE-Question-bank-in-Mathematics-with-solutions-Term-I-IX-160-,,,,,,,Laxmi Publications,,,,,,,,,,,29
949,9788121927727,S. Chand's Social Sciences for Class IX (Old Edition),$4.08,,,,,,,,,S Chand Publishing,,,,,,,,,,,25
2287,9788193434888,Aao Jyotish Seekhen / आओ ज्योतिष सीखें,$4.08,,,,,,,,,Reena Publications,,,,,,,,,,,1
2391,9788194809852,Vishwa Itihas - Arya Competition Times | 3rd Edition | 2022,$4.08,,https://www.flipkart.com/hi/vishwa-itihas-arya-competition-times-3rd-2022/p/itmcf9c72d5a7b5e?pid=9788194809852&lid=LSTBOK9788194809852ZVJERX&hl_lid=&marketplace=FLIPKART&fm=eyJ3dHAiOiJyZWNvIiwicHJwdCI6InBwIiwibWlkIjoicHJvZHVjdFJlY29tbWVuZGF0aW9uL3NpbWlsYXIifQ%3D%3D,,,,,,,Today Mirror Publication,,,,,,,,,,,1
2596,9788183323543,Communicate in English Reader 7 (IT Edition),$4.08,,,,,,,,,(unknown),,,,,,,,,,,
2857,9789396902204,Mastering the Mental Game of Trading: Harnessing the power of the inner self to fuel trading outperformance,$4.08,,,,,,,,,(unknown),,,,,,,,,,,
3180,9788129142269,Think With Me Apne Desh Ko Aadarsh Banane Ke Multav Hindi-hb,$4.08,,,,,,,,,(unknown),,,,,,,,,,,
3219,9789350555934,Vision Speed Mission Neet-PG Physiology 2nd/2015,$4.08,,,,,,,,,(unknown),,,,,,,,,,,
2126,9789347027871,"The Psychology of Money: : Timeless Lessons on Wealth, Greed, and Happiness (Manipuri)",$4.07,,,,,,,,,Jaico Publishing House,,,,,,,,,,,1
1056,9798129107823,Driving Holidays in the Himalayas: Zanskar,$4.03,,,,,,,,,Rupa,,,,,,,,,,,20
2118,9789381335451,Business Communication,$4.03,,https://www.bookchor.com/book/9789381335451/business-communication,,,,,,,International Book House,,,,,,,,,,,1
2845,9788131214954,MULTIPLE CHOICE QUESTION IN MEDICINE,$4.03,,,,,,,,,(unknown),,,,,,,,,,,
3230,9788131208229,"Writing The Short Film, 3rd Edition",$4.03,,https://www.sterlingbookhouse.com/books/writing-the-short-film-3rd-edition-book-shop-book-store-book-shop-mumbai-book-store-mumbai/?srsltid=AfmBOorkjg1hHAivGnTvmtfUpnT8BSy_h0hPmRlryVtMyk4xkN-lsy99,,,,,,,(unknown),,,,,,,,,,,
2017,9780875161969,Let's Try This Way,$4.00,,,,,,,,,DeVorss & Company,,,,,,,,,,,1
2490,9799788195121,ACHARYA ABHINAVAGUPTA,$4.00,,,,,,,,,(unknown),,,,,,,,,,,
2692,9781782442592,Friendship Bracelets,$4.00,,,,,,,,,(unknown),,,,,,,,,,,
2988,9781846841804,Reader's Guides: Spinoza's Ethics,$4.00,,,,,,,,,(unknown),,,,,,,,,,,
511,9789351033714,The Last Of The Jedi #10 Reckoning [Paperback] Jude Watson,$3.96,,,,,,,,,Scholastic,,,,,,,,,,,72
718,9789387578265,"Casino Job [Paperback] Fadia, Ankit",$3.96,,https://www.bookchor.com/book/9789387578265/the-casino-job,,,,,,,Westland,,,,,,,,,,,36
720,9789381626450,Chicken Soup For The Indian Soul: At Work,$3.96,,,,,,,,,Westland,,,,,,,,,,,36
722,9789382618881,Chicken Soup For The Soul: Say Goodbye To Stress,$3.96,,,,,,,,,Westland,,,,,,,,,,,36
724,9789380658155,Chicken Soup For The Soul: The Cancer Book,$3.96,,,,,,,,,Westland,,,,,,,,,,,36
726,9789380283968,"Chicken Soup for the Soul Divorce and Recovery [Dec 08, 2009] Canfield, Jack",$3.96,,,,,,,,,Westland,,,,,,,,,,,36
729,9789383260096,"Engagement Formula: Learn How Google, Intel, Marriott Hotels & Others Achieve Full Employee Engagement",$3.96,,,,,,,,,Westland,,,,,,,,,,,36
731,9789381626771,Gray Wolves And White Doves,$3.96,,,,,,,,,Westland,,,,,,,,,,,36
732,9789387578449,"Gurudeva : Shikhar Ke Shirsh Par [Paperback] [Jan 01, 2018] Bhanumathi Narasimhan (Hindi Edition)",$3.96,,,,,,,,,Westland,,,,,,,,,,,36
738,9789387894297,Panchamapadhagam (Tamil),$3.96,,,,,,,,,Westland,,,,,,,,,,,36
741,9789386850249,Sakthiyin 7 Ragasiyangal - 7 Secrets Of The Goddess (Tamil): From The Hindu Trinity Series (Tamil Edition),$3.96,,,,,,,,,Westland,,,,,,,,,,,36
744,9789384030964,"The Business Of Belief: How The Worlds Best Marketers, Designers, Sales Peoples, Coaches, Fundraisers",$3.96,,,,,,,,,Westland,,,,,,,,,,,36
745,9789383260188,The Mute Anklet,$3.96,,,,,,,,,Westland,,,,,,,,,,,36
747,9789385152610,Word Up!,$3.96,,https://www.ajayonlinestall.com/product/word-up/?srsltid=AfmBOorAfgSZa1cCJwJj3ehtaJq-I7ht91hO7huAUw5eV560_X0ULljc,,,,,,,Westland,,,,,,,,,,,36
779,9788126560714,"Wiley's CTET, Paper II, Social Studies / Social Science: Solved Papers & Mock Tests with Complete Solutions",$3.96,,,,,,,,,Wiley,,,,,,,,,,,35
780,9788126560707,"Wiley's Ctet, Exam Goalpost, Paper II, Maths/Science: Solved Papers & Mock Tests with Complete Solutions",$3.96,,https://www.bestbookmart.com/bookinfo/433446/Wiley-s-CTET-Paper-II-Maths-Science-Solved-Papers-Mock-Tests-with-Complete-Solutions,,,,,,,Wiley,,,,,,,,,,,35
784,9788126562695,Wiley's State Bank of India Probationary Officers (Sbi Po) Exam Goalpost Solved Papers & Mock Tests: Prelims and Mains,$3.96,,,,,,,,,Wiley,,,,,,,,,,,35
807,9788170641056,"Mahila Upanyaskar Aivam Unke Naari Paatra (Shivani, Mamata Kalia Aivam Priyamvada Ke Vishesh Sandarbh Mein) (Hindi)",$3.96,,,,,,,,,Arya Publishing Company,,,,,,,,,,,33
851,9789380644196,Academic CCE in Social Science X,$3.96,,https://www.bestbookmart.com/BookInfo/486672/Academic-CCE-in-Social-Science-X-160-,,,,,,,Laxmi Publications,,,,,,,,,,,29
863,9788131809709,Comprehensive PSA (Problem Solving Assessment Class XI),$3.96,,,,,,,,,Laxmi Publications,,,,,,,,,,,29
879,9788121935272,Engineering Mathematics - Vol. 3: Recommended as a Textbook for Second Yr B.Tech. Students of JNTU: v. 3 (Engineering Mathematics: Recommended as a Textbook for Second Yr B.Tech. Students of JNTU),$3.96,,,,,,,,,S.Chand (G/L) & Company Ltd,,,,,,,,,,,29
892,9788184975666,Religion Versus Science,$3.96,,,,,,,,,S.Chand (G/L) & Company Ltd,,,,,,,,,,,29
952,9788121910163,Solutions to Problems in Advanced Accounts,$3.96,,,,,,,,,S Chand Publishing,,,,,,,,,,,25
986,9789351194699,Coreldraw X7 in Simple Steps,$3.96,,,,,,,,,Routledge India,,,,,,,,,,,23
1177,9789384028237,Not Just the Small Book of Meditation,$3.96,,,,,,,,,Omji Publishing House Pvt. Ltd.,,,,,,,,,,,14
1198,9780863111082,A Dictionary of Bharata Natya,$3.96,,https://www.abebooks.com/book-search/title/dictionary-bharata-natya/author/rao-u-s-krishna/,,,,,,,Sangam Books,,,,,,,,,,,14
1212,9789385152849,Aakhri Saboot (Hindi Edition),$3.96,,,,,,,,,Westland/Yatra,,,,,,,,,,,14
1213,9789386036834,Bestseller Ki Mallika: The Bestseller She Wrote (Hindi Edition),$3.96,,,,,,,,,Westland/Yatra,,,,,,,,,,,14
1215,9789385724282,Dabbu Those Pricey thakur Girls - Hindi),$3.96,,,,,,,,,Westland/Yatra,,,,,,,,,,,14
1224,9789382618379,"Yaad Shehar, Vol 1",$3.96,,,,,,,,,Westland/Yatra,,,,,,,,,,,14
1225,9789386224910,Zoya: The Zoya Factor - Marathi (Marathi Edition),$3.96,,https://www.flipkart.com/zoya/p/itmeke22gyexd88h,,,,,,,Westland/Yatra,,,,,,,,,,,14
1243,9788170949947,How To Save Income Tax Through Tax Planning: 2018-19,$3.96,,,,,,,,,Vision Books,,,,,,,,,,,13
1256,9789350948941,CBSE Chapterwise Solved Papers 2016-2009 ACCOUNTANCY Class 12th,$3.96,,,,,,,,,Arihant Publication,,,,,,,,,,,12
1290,9789380283982,Chicken Soup For The Soul: Dads & Daughters,$3.96,,,,,,,,,Audible Studios on Brilliance audio,,,,,,,,,,,11
1380,9781608270156,VANAPRASTHA (MANANAM SERIES),$3.96,,,,,,,,,Chinmaya Prakashan,,,,,,,,,,,8
1381,9781608270163,Words to the Wordless: The Living Legacy of Swami Chinmayananda,$3.96,,,,,,,,,Chinmaya Prakashan,,,,,,,,,,,8
1452,9789350716694,Mutual Funds - Products And Services,$3.96,,,,,,,,,Taxmann Publications Pvt. Ltd.,,,,,,,,,,,7
1454,9789386189134,Scanner -Capital Markets & Securities Laws (CS-Executive) [Paperback] N.S. Zad [Paperback] N.S. Zad,$3.96,,,,,,,,,Taxmann Publications Pvt. Ltd.,,,,,,,,,,,7
1487,9788130902968,A Journey Within the Self: A Diary of Yogic Experiences,$3.96,,,,,,,,,Viva Books Private Limited,,,,,,,,,,,6
1490,9788176496070,Connolly Book of Numbers Volume-1,$3.96,,,,,,,,,Viva Books Private Limited,,,,,,,,,,,6
1512,9788122421101,Infinity and the Mind,$3.96,,,,,,,,,New Age International Private Limited,,,,,,,,,,,5
1547,9789350235812,Career Guidebook for IT in Consultancy,$3.96,,https://www.buybooksindia.com/career-guidebook-for-it-in-consultancy-9789350235812-36435.htm,,,,,,,Bizle,,,,,,,,,,,4
1594,9789385879111,START A NEW LIFE NOW: A BOOK ON SELF-DEVELOPMENT,$3.96,,,,,,,,,Vikas Publishing House,,,,,,,,,,,4
1598,9789386850232,The One You Cannot Have (Tamil) - Nee Adaya Mudiyatha Ondru (Tamil Edition),$3.96,,,,,,,,,Westland/Mysticswrite,,,,,,,,,,,4
1635,9788189059491,A Second Sunrise: Poems by Cheran,$3.96,,,,,,,,,Navayana,,,,,,,,,,,3
1636,9788195838592,Reservations: A Spark and the Blaze,$3.96,,https://padhegaindia.in/product/reservations/,,,,,,,Navayana,,,,,,,,,,,3
1637,9788189059521,Unclaimed Terrain,$3.96,,,,,,,,,Navayana,,,,,,,,,,,3
1643,9798903924936,Ink and Rain: Beyond the Straight Lines,$3.96,,,,,,,,,Notion Press,,,,,,,,,,,3
1666,9788122310443,Set-Rapidex Office Secretary Course (With Cd) (Rx),$3.96,,,,,,,,,Pustak Mahal - New Delhi,,,,,,,,,,,3
1675,9788178791302,Gymnastics Rule Books,$3.96,,,,,,,,,Sports Publication,,,,,,,,,,,3
1684,9788184620276,Jamva Chaloji - Parsi Delicacies for all Occasions,$3.96,,,,,,,,,Vakils Feffer And Simons Ltd,,,,,,,,,,,3
1711,9781626569492,Mastering the New Media Landscape [Paperback] Barbara cave & Rusty Shelton,$3.96,,,,,,,,,Berrett-Koehler,,,,,,,,,,,2
1730,9789351037477,A Dark Inheritance,$3.96,,,,,,,,,Chicken House,,,,,,,,,,,2
1766,9789387894631,A Night in the Hills (Prem Kabootar -- English translation),$3.96,,,,,,,,,Hind Yugm / Westland,,,,,,,,,,,2
1770,9788188260027,The Doctrine of Bhakti in Vallabha Vedanta,$3.96,,,,,,,,,Indological Research Centre,,,,,,,,,,,2
1791,9789382363026,Humanscapes: Stories on Human nature,$3.96,,,,,,,,,Mind Melodies,,,,,,,,,,,2
1871,9789380444505,Signals & Systems,$3.96,,https://www.sapnaonline.com/books/signals-systems-sharma-9380444508-9789380444505,,,,,,,A.B.PUBLICATION,,,,,,,,,,,1
1898,9788186302040,"Man, environment crisis and sikh faith.",$3.96,,,,,,,,,Amrit Publishing House,,,,,,,,,,,1
1928,9788126536443,Napoleon Hill's Golden Rules: The Lost Writings (Business),$3.96,,,,,,,,,Auerbach Publications,,,,,,,,,,,1
1947,9788172764876,Sree Krishnam Bhaja Maanasa,$3.96,,https://www.amazon.in/Krishnam-Maanasa-Parvathi-Sankaran-G-Sankaran/dp/8172764871,,,,,,,Bhartiya Vidya Bhavan,,,,,,,,,,,1
1954,9781405121583,Lecture Notes on Immunology EPZ,$3.96,,,,,,,,,Blk E (Jw),,,,,,,,,,,1
2036,9789387894303,"Vivek, Vishnu Konjam Vibareedham (Tamil)",$3.96,,,,,,,,,E-Kitap Projesi & Cheapest Books,,,,,,,,,,,1
2048,9789388754316,7 Secrets of Shiva (Malayalam) (Malayalam Edition),$3.96,,,,,,,,,Eka,,,,,,,,,,,1
2140,9789351190868,C# 2012 IN SIMPLE STEPS,$3.96,,,,,,,,,Kaplan Publishing,,,,,,,,,,,1
2187,9788184041460,Application Development Managing The Project Life Cycle,$3.96,,https://www.bestbookmart.com/BookInfo/211735/Application-Development-Managing-Project-Lifecycle-Book-CD-ROM,,,,,,,MC Press,,,,,,,,,,,1
2205,9788122427271,Science of Engineering Materials and Carbon Nanotubes,$3.96,,,,,,,,,New Academic Science Ltd,,,,,,,,,,,1
2270,9789384030506,Yatrik: The Traveller,$3.96,,,,,,,,,Rajhans Prakashan,,,,,,,,,,,1
2408,9789350651520,Ye Hain Hamare Tenaliram-2,$3.96,,https://www.flipkart.com/hi/ye-hain-hamare-tenaliram-2/p/itmecb75z4ggt7ur,,,,,,,Vishv Books Private Ltd.,,,,,,,,,,,1
2492,9788170977988,AGRICULTURAL ENGINEERING (THROUGH WORKED EXAMPLES),$3.96,,,,,,,,,(unknown),,,,,,,,,,,
2582,9789352512942,Chapter-wise Objective Question Bank(With Solution) Law,$3.96,,,,,,,,,(unknown),,,,,,,,,,,
2585,9789381626436,Chicken Soup For The Indian Couples Soul,$3.96,,https://www.mypustak.com/book/chicken-soup-for-the-indian-couples-soul-jack-canfield-9789381626436?1821472&srsltid=AfmBOop7sdzhF7t3-I4SIEa0W0uGONnDJCPwUNRowyQaxlzP9iXnS9m-,,,,,,,(unknown),,,,,,,,,,,
2686,9788170544234,Folk Tales of North East India,$3.96,,,,,,,,,(unknown),,,,,,,,,,,
2779,9789350943779,Jawahar Navodaya Vidyalaya Entrance Exam 2017 For Class VI,$3.96,,https://www.mypustak.com/book/navodaya-vidlaya-entrance-exam-2017-class-6-others-9789350943779?1749618&srsltid=AfmBOoqV_sdYZG8QNZL586nut_7KdQ_e8J3OCEWINQOrtRByiuS5l6QO,,,,,,,(unknown),,,,,,,,,,,
2815,9788188128037,Leaves Selected Poems Of Bulu Imam,$3.96,,,,,,,,,(unknown),,,,,,,,,,,
2851,9789311125527,Map the SNAP Solved Paper & 5 Mock Tests,$3.96,,https://www.sterlingbookhouse.com/books/map-the-snap-5-mock-tests-and-solved-papers-2016-2005-d430-book-shop-book-store-book-shop-mumbai-book-store-mumbai/?srsltid=AfmBOopasxiS6cU3Zxi24a9W1JuZL1FjJD1-9OlnXlASJAxNDasAa4Jr,,,,,,,(unknown),,,,,,,,,,,
2933,9789361030536,PENCIL CLASS 4 SEMESTER 1 MATHEMATICS,$3.96,,https://atlanticbooks.com/products/pencil-class-4-semester-1-mathematics-9789361030536,,,,,,,(unknown),,,,,,,,,,,
2934,9789361034442,PENCIL CLASS 4 SEMESTER 1 SOCIAL STUDIES,$3.96,,https://atlanticbooks.com/products/pencil-class-4-semester-1-social-studies-9789361034442,,,,,,,(unknown),,,,,,,,,,,
2935,9789361032011,PENCIL CLASS 4 SEMESTER 2 MATHEMATICS,$3.96,,https://atlanticbooks.com/products/pencil-class-4-semester-2-mathematics-9789361032011,,,,,,,(unknown),,,,,,,,,,,
2936,9789361030024,PENCIL CLASS 4 SEMESTER 2 SOCIAL STUDIES,$3.96,,https://atlanticbooks.com/products/pencil-class-4-semester-2-social-studies-9789361030024,,,,,,,(unknown),,,,,,,,,,,
3145,9788121615730,The Mystic Muse: Sain Bulleh Shah,$3.96,,,,,,,,,(unknown),,,,,,,,,,,
3168,9780749449131,"The Ultimate Psychometric Test Book: Over 1,000 Test Questions With Explanations",$3.96,,,,,,,,,(unknown),,,,,,,,,,,
3199,9789386309013,"UPSC General Studies Topic-Wise Objective Question Bank (Includes Solved Papers 2011-16) Paper I [Paperback] [Jan 01, 2017] Gautam Puri",$3.96,,,,,,,,,(unknown),,,,,,,,,,,
3263,9788120797765,శ్రీ శివపార్వతుల సంవాదం శ్రీ గౌరీకాంజలికా తంత్రమ్: Dialogue of Sri Sivaparvatula Sri Gaurikanjalika Tantram (Telugu),$3.96,,,,,,,,,(unknown),,,,,,,,,,,
529,9788178122595,CBSE-UGC-NET: Public Administration (Paper II & III) Exam Guide: Public Administration (Paper II and III) Exam Guide (Popular Master Guide),$3.90,,,,,,,,,Ramesh Publishing House,,,,,,,,,,,66
581,9788178120904,UGC NET / SET ECONOMICS { HINDI },$3.90,,,,,,,,,Ramesh Publishing House,,,,,,,,,,,66
1163,9788186877357,NIFT/NID/IIFT Entrance Exam Guide,$3.90,,,,,,,,,RPH,,,,,,,,,,,15
1724,9788199018051,Dakshinamurti Stotram,$3.90,,,,,,,,,CBH Publications,,,,,,,,,,,2
2660,9789355180896,Ek Naukrani Ki Diary,$3.90,,,,,,,,,(unknown),,,,,,,,,,,
3057,9788178121628,Ssc Jr.Engineer (Elect) Exam Guide (Popular Master Guide),$3.90,,,,,,,,,(unknown),,,,,,,,,,,
3214,9788170553014,Vigyan Ka Darshan Aur Rajneeti,$3.90,,,,,,,,,(unknown),,,,,,,,,,,
1037,9788181370075,Together With Environmental Studies - 4,$3.84,,,,,,,,,Rachna Sagar,,,,,,,,,,,20
2115,9789371970587,7 Dates and the Bullets,$3.84,,,,,,,,,IndiePress,,,,,,,,,,,1
2262,9788170540847,Jaina perspective in philosophy and religion (Pārśvanātha śodhapīṭha granthamālā),$3.84,,,,,,,,,Pujya Sohanalal Smaraka Parsvanatha Sodhapitha,,,,,,,,,,,1
2525,9788192803043,BHARAT KE NIRMATA-CHHATRAPATI SHIVAJI,$3.84,,https://www.hindibook.com/index.php?p=sr&format=fullpage&Field=bookcode&String=9788192803043,,,,,,,(unknown),,,,,,,,,,,
2526,9788192803074,BHARAT KE NIRMATA-JAIPRAKASH NARAYAN,$3.84,,https://www.hindibook.com/index.php?p=sr&format=fullpage&Field=bookcode&String=9788192803074,,,,,,,(unknown),,,,,,,,,,,
2527,9788192803005,BHARAT KE NIRMATA-LAL BAHADUR SHASTRI,$3.84,,https://www.bookchor.com/book/9788192803005/bharat-ke-nirmatalal-bahadur-shastri,,,,,,,(unknown),,,,,,,,,,,
2528,9788192803067,BHARAT KE NIRMATA-PANDIT DEENDAYAL UPADHYAYA,$3.84,,https://www.starpublic.com/index.php?p=sr&format=fullpage&Field=bookcode&String=9788192803067,,,,,,,(unknown),,,,,,,,,,,
2559,9789311127033,CBSE Chapterwise Solved Papers English Core for Class 12 2017-2009,$3.84,,,,,,,,,(unknown),,,,,,,,,,,
2607,9788192976075,Cook & See 3 (Cook& See),$3.84,,,,,,,,,(unknown),,,,,,,,,,,
2937,9789833517763,"PHONICS READING PROGRAMME 3A, NA",$3.84,,https://www.abebooks.co.uk/servlet/SearchResults?bi=s&ds=5&sortby=17&tn=phonics%20reading%20programme,,,,,,,(unknown),,,,,,,,,,,
3163,9789361855153,The Songs We Swore Not To Sing,$3.84,,,,,,,,,(unknown),,,,,,,,,,,
2432,9788177227611,Financial Accounting,$3.83,,https://www.bookchor.com/book/9788177227611/financial-accounting,,,,,,,Wiley India (P) Ltd.,,,,,,,,,,,1
2237,9789332516649,FOCUS ON IELTS (B/CD),$3.79,,,,,,,,,Pearson Longman,,,,,,,,,,,1
605,9789381398876,Fearless in Tibet the Life of the Mystic Terton Sogyal,$3.78,,,,,,,,,Hay House,,,,,,,,,,,50
635,9789394613614,The Science Behind Tapping,$3.78,,,,,,,,,Hay House,,,,,,,,,,,50
1289,9788126572458,"Book Yourself Solid (3rd Edition) [Paperback] [Jan 01, 2018] MICHAEL PORT",$3.78,,,,,,,,,Audible Studios on Brilliance audio,,,,,,,,,,,11
1294,9781569571569,Shambhala Not For Happiness,$3.78,,,,,,,,,Audible Studios on Brilliance audio,,,,,,,,,,,11
1311,9789386215055,"Cashvertising: How to Use More Than 100 Secrets of Ad-Agency Psychology to Make Big Money Selling Anything to Anyone [Paperback] [Jan 01, 2017] Drew Eric Whitman",$3.78,,,,,,,,,Pan Macmillan India,,,,,,,,,,,11
1578,9781509846771,The Red Tent,$3.78,,,,,,,,,Pan Macmillan UK,,,,,,,,,,,4
1774,9780753449387,Rocket League - Game Guide,$3.78,,,,,,,,,Kingfisher,,,,,,,,,,,2
1810,9781509897520,GHOSTED,$3.78,,,,,,,,,Pamela Dorman Books,,,,,,,,,,,2
2261,9780143505723,The Other Christy,$3.78,,,,,,,,,Puffin,,,,,,,,,,,1
2837,9789354710681,MORTAL ENGINES (PREQUEL TRILOGY) BOOK 1: FEVER CRUMB,$3.78,,,,,,,,,(unknown),,,,,,,,,,,
2838,9789354710841,MORTAL ENGINES (PREQUEL TRILOGY) BOOK 3: SCRIVENER'S MOON,$3.78,,,,,,,,,(unknown),,,,,,,,,,,
2839,9789354710445,MORTAL ENGINES QUARTET BOOK 1: MORTAL ENGINES,$3.78,,,,,,,,,(unknown),,,,,,,,,,,
2840,9789354710520,MORTAL ENGINES QUARTET BOOK 2: PREDATOR'S GOLD,$3.78,,,,,,,,,(unknown),,,,,,,,,,,
2841,9789354710964,MORTAL ENGINES QUARTET BOOK 3: INFERNAL DEVICES,$3.78,,,,,,,,,(unknown),,,,,,,,,,,
2842,9789354710605,MORTAL ENGINES QUARTET BOOK 4: A DARKLING PLAIN,$3.78,,,,,,,,,(unknown),,,,,,,,,,,
2973,9780143306511,Punchlines,$3.78,,,,,,,,,(unknown),,,,,,,,,,,
3166,9780330473415,The Triumph Of The Sun,$3.78,,,,,,,,,(unknown),,,,,,,,,,,
801,9788182964372,I.S.C. Commerce Class - XII (Old Edition),$3.72,,,,,,,,,Arya Publishing Company,,,,,,,,,,,33
805,9788170641001,Kitni Door Kinara (Hindi),$3.72,,https://www.bestbookmart.com/BookInfo/456015/Kitni-Door-Kinara-Hindi,,,,,,,Arya Publishing Company,,,,,,,,,,,33
882,9788125953005,Essentials of Engineering Drawing and Graphics using AutoCAD,$3.72,,,,,,,,,S.Chand (G/L) & Company Ltd,,,,,,,,,,,29
943,9788121932615,Mathematical Methods,$3.72,,,,,,,,,S Chand Publishing,,,,,,,,,,,25
1069,9788173663192,C# Essentials,$3.72,,,,,,,,,Shroff/O'Reilly,,,,,,,,,,,20
1107,9788184046007,Apache 2 Pocket Reference: For Apache Programmers & Administrators,$3.72,,,,,,,,,Shroff,,,,,,,,,,,19
1122,9789351108108,Responsive Typography,$3.72,,https://www.buybooksindia.com/responsive-typography-using-type-well-on-the-web-9789351108108-36414.htm,,,,,,,Shroff,,,,,,,,,,,19
1255,9789352032884,500 Solved Problems In Physics Exercise Book For Jee Main Advnaced and Other Engineering Entrances,$3.72,,,,,,,,,Arihant Publication,,,,,,,,,,,12
1259,9789350941072,Laboratory Manual Biology Class 11th [Experiments|Viva-Voce] - COMBO,$3.72,,https://www.mypustak.com/book/laboratory-manual-biology-class-11-dr-anjali-shrivastav-9789350941072?2267264&srsltid=AfmBOorD2n8aeWLskhAET5VNuqQWrnUQEtSjP-FWq7CyRdRkn2xCmy09,,,,,,,Arihant Publication,,,,,,,,,,,12
1550,9789350237038,Career Guidebook for IT in Retails Banking,$3.72,,https://www.bestbookmart.com/BookInfo/370572/Career-Guidebook-for-IT-in-Retail-Banking,,,,,,,Bizle,,,,,,,,,,,4
1769,9789358119954,Maithili - Ek Unkahi Gatha,$3.72,,,,,,,,,Independent,,,,,,,,,,,2
1815,9788131702284,OP-AMPS & LINEAR INTEGRATED CIRCUIT,$3.72,,,,,,,,,Pearson,,,,,,,,,,,2
1838,9789350238936,100 % Forex Learning and Earning,$3.72,,,,,,,,,Shroff Publishers & Distributers Private Limited - Mumbai,,,,,,,,,,,2
1982,9789351194767,Database Management Systems Applications,$3.72,,,,,,,,,Chapman and Hallcrc,,,,,,,,,,,1
2078,9789382730200,Patni Pidit Pareshan Patiyo,$3.72,,,,,,,,,Garima,,,,,,,,,,,1
2246,9789356278271,"Miracles of Yoga Series - 1: MESSAGE OF BHAGWAN BALAYOGI (Mummidivaram, India)",$3.72,,,,,,,,,POLAMURI VANAJA,,,,,,,,,,,1
2749,9781638502500,How to start English Speaking,$3.72,,https://www.bookswagon.com/book/how-start-english-speaking-vinay/9781638502500?srsltid=AfmBOorhj2tIZnj4cvV2HgZot6ZFEujf79w6facgYfPwto8hQMJfyOMf,,,,,,,(unknown),,,,,,,,,,,
2823,9789364875202,MADATHIL VITTAVAL MADAM VITTAVAL,$3.72,,,,,,,,,(unknown),,,,,,,,,,,
